Id,Price
12271,175249.64
3764,333701.66
7675,206686.19
11709,324598.1
8629,153679.45
1105,496217.38
6096,182821.0
11727,201186.27
5157,193358.34
3679,160726.92
1755,128315.68
7391,206063.83
7425,101242.82
6882,430220.53
10752,344877.28
7472,211125.97
14320,100444.84
9596,164266.22
5317,196742.83
7378,93673.83
16154,184820.92
3464,189166.98
4197,233965.81
9477,111601.61
12705,195307.78
16426,205356.88
1481,65978.49
9946,244487.14
12025,202643.02
5341,215996.61
9923,298644.47
7953,241993.31
11066,250237.2
5037,172211.88
2509,185097.16
4937,304423.7
12089,371876.75
4964,172782.3
16500,268916.44
4625,135987.02
2363,410189.12
8148,186663.39
3804,181806.8
4584,160771.52
10694,118277.31
2691,161733.03
2983,230134.19
13563,279608.12
10747,219589.4
1721,201404.66
2789,286920.6
7214,242769.05
8659,210653.48
5107,321784.53
3843,229117.08
14610,407983.72
15505,166801.84
5060,261453.02
16055,272930.75
14963,195766.78
4118,141285.05
1672,212838.77
3209,189100.5
16515,152752.02
973,177592.64
12529,187364.98
5896,118759.72
5450,349628.34
3249,171551.1
8911,179146.81
5898,216834.75
1024,182623.05
4766,241397.48
15804,177578.7
14303,215518.14
10707,187583.2
6605,210662.81
1138,507667.66
14088,429146.94
9154,181781.98
8190,194555.98
398,280018.53
13302,276494.28
9696,147744.34
16786,126923.38
16230,191530.53
6552,174644.53
923,210719.47
9602,329091.66
5857,248829.97
8120,170073.17
7134,190317.22
11726,159857.97
8069,127236.76
12420,175716.53
8604,190923.38
4854,296745.12
12212,178957.88
12099,319746.9
3882,391770.5
6995,393395.12
10172,214927.81
11672,303507.22
12897,288608.1
16097,198419.94
6779,283799.62
11199,193006.19
10816,342654.7
143,392412.66
5399,251339.3
3286,157691.28
13706,203286.52
1935,398457.56
16000,181664.03
2860,226052.5
11407,175911.2
16378,284124.34
12278,175591.83
3842,168935.3
2692,357132.8
7699,194487.89
6825,337434.28
7268,314026.62
1477,398661.28
9887,170366.66
9436,189393.5
3179,214102.95
1350,487500.53
10643,210813.34
5793,212408.14
11494,451606.8
4206,192007.28
12419,240264.6
8530,244853.72
5985,150703.67
8908,211042.64
256,125071.336
7234,190794.42
5648,213395.33
3014,230884.45
2184,181403.52
9189,260859.19
14884,204271.31
10333,183565.4
15896,133960.02
13269,148289.9
8603,215789.31
15087,177937.92
4344,205157.34
7981,71907.57
10908,240350.25
6190,168018.36
11742,206555.64
9224,149607.73
14667,190808.14
458,189091.14
2464,353844.3
12320,244893.12
278,194640.48
2912,209660.53
6698,220347.03
4510,119997.41
4183,181410.3
5551,304784.25
12187,175854.7
7948,224367.97
10808,182357.45
12432,171424.47
5356,171540.44
8984,488028.12
9203,186045.06
15412,87751.47
12041,129825.914
7644,288940.06
7071,199684.2
10685,160551.66
6763,192447.61
940,140853.25
14959,201241.95
1338,160193.39
5351,147348.72
6524,204005.17
12516,162150.05
3288,263303.8
3146,230413.86
3954,182074.83
11955,177444.94
1211,228299.44
15668,204700.1
1320,89519.78
9108,174163.14
16482,204917.25
5017,142502.2
8290,189193.8
4304,408587.84
1930,195163.4
12530,171313.02
11295,349080.2
3002,151031.62
15483,150490.03
11525,208789.84
13978,131911.67
4885,170546.14
8325,181140.77
3630,123611.56
9165,191259.38
13945,228522.58
10663,191479.73
14803,180848.17
7621,168208.56
8205,225305.22
10387,202316.66
5457,141642.73
10234,373751.1
6251,180843.64
701,280426.28
7930,167293.73
15028,141708.89
12172,79514.06
5805,187038.75
7411,306529.94
14806,214096.9
7890,160889.81
10440,146990.84
14926,175318.89
5381,156329.16
3800,415688.72
10511,236548.23
9324,248728.66
3313,200805.1
7351,150534.75
8459,187132.95
9957,130774.13
12024,212727.42
4380,229611.56
5042,140909.42
13289,144482.25
13407,379363.62
13258,152794.1
15993,299457.66
12525,171416.2
4062,266042.72
12065,238242.27
8227,173029.23
11333,150889.58
2867,137705.98
3319,246637.7
3523,319863.12
7055,200675.73
14930,179409.47
3444,130438.5
2940,337727.53
6935,370893.34
16116,420320.78
13370,253688.39
6103,217916.83
7446,186089.11
1859,180571.31
4079,184899.38
3228,171044.62
9665,144154.12
15957,429031.12
11533,160945.44
2314,123965.83
4096,198760.62
13437,187412.47
5980,206620.86
2008,188422.08
6754,170982.14
4129,155340.31
14557,299592.3
7096,367038.25
14297,249456.1
3967,200223.53
16485,113438.36
13075,297522.38
14289,183916.27
10988,158666.95
3230,142547.83
13250,176071.78
2559,222014.19
7739,354929.53
7213,161908.1
6639,219544.98
3164,288480.56
15207,161136.06
5113,183676.61
3929,140130.45
14493,238941.69
11110,179497.14
2033,199761.17
16057,201989.55
16709,219225.19
14313,157642.75
1028,295957.75
7187,100167.195
3738,341671.8
9869,297934.9
12644,189263.16
3686,126942.25
9196,269836.72
12326,207787.9
4936,208655.38
13314,174356.72
9857,347618.3
519,197007.38
8410,170011.61
1720,172737.23
10341,214723.42
14415,188658.1
10613,274796.1
8027,213700.23
15539,265314.22
7431,264924.28
1370,141553.83
12708,144600.16
2250,221981.47
14758,141515.1
8525,360475.7
1538,246751.9
1142,156264.2
1152,248162.27
9802,182441.16
3331,306118.28
15203,179648.89
4247,173825.58
1976,396085.75
2346,188109.64
10078,243416.25
1938,202544.8
7819,186172.7
2168,250292.17
15634,221737.56
8465,240381.6
9313,158713.73
6539,137319.38
6325,111145.9
13442,279491.28
9967,179979.39
7893,234207.73
2861,201241.83
11031,258110.7
15073,130684.79
13837,167583.3
2524,251806.14
8617,194667.98
13513,177908.4
3081,309909.34
10675,364240.72
1907,89064.0
4872,207649.27
16274,503647.5
11837,225871.14
16577,225864.08
5231,337385.47
11315,184320.78
273,202316.66
8363,249424.94
4255,204629.39
16330,236203.78
11528,182216.03
14799,289252.34
1611,278201.1
9234,179480.5
1633,107565.06
6791,206744.28
11567,407758.7
3070,217384.17
12094,248554.66
14335,288392.34
137,156930.77
7182,159537.5
11718,172892.67
5194,102251.31
97,363081.22
5118,405087.28
13920,300988.0
9952,195209.31
15337,215387.67
10243,215324.3
4048,434591.66
171,164783.12
11378,169094.84
14190,168710.94
15265,160960.89
2740,124990.06
5573,301363.6
4481,187711.4
2631,148621.9
4984,246146.83
16466,183583.98
16716,123725.49
15325,183676.55
10115,175776.08
117,505902.94
5476,104783.25
11757,180011.97
12359,127308.41
15546,172076.89
8133,157253.66
9018,306549.0
2075,175313.38
11170,316880.06
15733,204019.28
9280,148136.39
10734,326174.9
14071,169909.38
7373,235852.39
14736,184608.86
3458,121577.77
6183,167423.66
7825,205742.89
16775,186375.38
5717,181981.67
12397,148308.78
8189,507158.25
4423,206357.58
3994,132928.31
10342,194043.11
10051,178010.2
9453,142495.23
12593,501008.9
1274,90006.56
6933,362037.03
1761,151578.44
7157,345919.7
15169,152369.97
6792,289998.44
13830,170149.98
7240,199832.45
3051,242967.8
6550,120302.67
4603,192441.56
5729,169511.83
13473,347639.56
15104,144506.12
6599,424773.22
2216,244220.03
8721,280261.88
3645,181235.12
8664,224237.72
11001,206387.38
753,165172.67
8129,221635.25
15235,180231.72
3359,219498.39
10424,229524.06
10226,210806.58
9252,200050.84
3008,247199.89
5849,171804.05
8494,176785.73
6764,253715.88
12445,280845.62
11716,177298.56
4508,117743.17
5669,194145.33
11427,121580.625
11065,183754.4
8910,224592.64
16401,84011.84
11913,155695.81
6221,197368.16
10839,182489.05
2809,206402.34
13311,158809.25
6866,193506.28
6019,171242.55
3024,161556.64
1391,250891.47
15904,213890.17
15858,305536.8
9911,243734.98
16579,196096.64
4394,255105.47
1468,454379.56
12965,150619.27
2249,186181.1
14384,150610.47
13040,118928.22
8872,142266.25
12864,245719.31
15712,159719.06
14049,190670.45
1840,119667.336
12019,180468.55
8948,170170.36
15154,201839.22
6943,141341.6
12564,394164.8
12766,139876.72
7255,209581.16
7962,157051.92
709,137338.84
4634,158237.33
889,220192.47
4774,150980.62
13890,149658.08
15431,156962.81
8726,340100.12
10373,145822.75
6413,172586.08
9761,149514.05
15864,165369.34
6147,153200.02
3384,187665.72
320,301743.6
8006,172553.34
14395,177809.38
14976,96276.47
12185,213971.31
4779,125969.516
8551,160113.38
9025,249954.81
10616,223314.62
7475,112607.94
6341,296618.75
14163,144049.97
2211,189913.8
10532,271846.94
14338,140056.22
831,181030.88
3382,164960.89
9209,313721.7
7188,227198.6
7197,204573.28
11270,171711.17
15918,88625.8
6937,466796.1
6178,186350.8
10668,138869.62
1413,262081.23
6884,354097.38
8266,213227.9
14019,202182.36
16764,145674.42
15306,158576.12
3740,184614.84
5298,181819.44
8319,184521.42
4229,171142.33
13429,205689.03
1753,487073.66
860,286351.9
14219,149709.73
12113,203015.7
11309,123869.04
9930,204093.58
10570,207920.47
2839,143411.4
6699,121982.75
16647,128464.836
5325,235024.28
13733,159956.84
7818,370452.22
12505,199507.45
9489,192167.22
10106,186182.89
7864,201161.06
5134,257173.06
11859,161958.1
7440,394596.25
1525,319670.22
7339,183047.52
8,358784.0
3248,124780.07
8995,234703.2
15178,66832.16
8594,171515.23
15770,225585.77
15859,359456.22
1735,298286.72
11410,462936.88
16397,158560.97
3572,145392.6
5501,111752.35
969,173824.42
6977,465502.4
1233,183071.47
4258,169026.47
90,436531.62
16650,179914.6
197,106751.36
12514,236972.56
4367,177835.47
3199,194607.95
5600,196980.97
11641,196332.05
14609,114374.31
12775,154757.61
14240,173341.14
7933,175930.53
6945,350026.78
14006,191146.19
6320,246863.72
12061,190562.19
16369,210939.45
16354,372177.16
3970,283144.44
1048,202533.53
3639,210262.78
14448,188987.47
2812,413697.94
3932,152528.88
14875,311863.44
8883,115434.63
7622,283587.5
7252,141422.48
9751,177637.84
2378,202731.52
6816,236371.9
15358,199663.97
7843,141413.16
10448,367639.72
7840,299158.22
8880,222340.72
12551,333015.34
15470,193992.84
16207,201483.0
12123,125837.86
15247,379946.44
7481,208884.89
16171,361224.62
7461,315843.38
902,228572.62
13094,165354.38
11584,253419.73
4462,184091.8
15576,143799.56
16606,245429.03
5427,288232.4
7725,159065.9
5409,153586.6
12579,127810.13
12013,205599.81
11321,165854.78
9932,142869.61
591,151375.83
10357,197174.94
3336,247052.08
13,184699.75
4809,219082.36
7555,169809.36
15172,306624.03
6989,120256.195
4707,174927.75
2046,250655.1
6495,88877.805
3873,185473.92
7061,201404.66
12112,206622.47
8917,249872.53
7735,156088.03
16442,214934.81
4244,163464.27
3747,197581.05
11086,190110.22
10080,196751.08
15057,275440.66
1331,191838.89
8891,149342.5
13411,224582.9
16730,217513.1
2267,197034.33
3022,194583.8
11190,215541.17
11857,184684.16
9318,180316.3
16512,171124.42
2053,205173.36
13707,122157.195
12143,159874.75
14080,165139.6
6130,183539.2
7936,84831.0
10101,162784.12
5663,194044.61
14811,122499.195
1366,195105.8
908,200932.4
2953,125451.8
14629,154671.27
15096,372530.97
2115,188062.52
11770,168955.56
12701,183290.97
14584,130942.29
1893,378454.75
9501,571234.06
2138,140681.3
9346,206138.83
15960,401728.6
8230,166846.84
13843,205138.1
13810,237043.89
15650,181585.23
9974,138515.84
12200,207187.4
538,216824.7
5334,198217.61
14823,122754.98
4817,170586.97
9041,182020.69
4359,302695.7
4852,242812.69
10141,137482.33
1503,205597.11
16256,401976.34
683,109283.58
14382,182380.42
7248,220124.81
1200,189048.42
3563,174781.02
3681,391517.6
3053,254267.4
4099,210332.86
807,128647.65
4658,305905.94
3535,177103.39
12548,148542.1
10488,212032.27
5851,165672.66
13736,202612.56
875,161489.45
14449,150377.72
3958,313678.9
10727,182468.44
11296,128539.836
13646,267333.6
9599,232319.17
7135,299440.5
5943,338451.88
2695,265688.16
6766,217022.19
5630,178820.42
13586,191806.34
3507,411247.44
10014,142425.31
459,235325.17
3582,211728.77
8560,275226.06
3372,178348.34
13109,245488.67
8160,224651.72
10706,258413.84
9104,337975.03
2870,198978.38
13712,178325.39
13924,127029.75
798,278349.1
9750,428659.6
16248,389038.72
3170,178634.1
12700,242804.25
10601,131132.2
514,210701.36
4010,314630.3
8124,154493.98
10800,178250.84
13628,186969.89
11637,141944.33
781,177625.06
16156,189759.88
12618,259156.53
9766,167023.86
15987,258644.27
11051,329611.25
7673,211922.83
1245,406212.28
2443,150827.3
7413,94360.05
310,147948.89
10921,233784.27
8709,93059.12
12404,329553.16
14986,208656.0
10714,350689.8
14286,208890.67
13828,354600.06
8926,418960.7
12233,176260.66
3913,209495.84
5221,220256.31
14965,89258.71
862,207128.44
13907,139679.69
5418,184511.89
2045,180311.36
13321,185768.03
2762,215250.05
13888,176941.92
14962,132883.62
13305,302407.6
8487,298451.44
7146,169561.53
1134,181342.84
15092,338475.25
13760,268156.53
11958,436042.72
3177,180079.2
11350,222333.38
1524,119461.13
5527,261535.7
2872,203722.5
8602,333470.34
3067,365320.22
10435,207875.4
11222,213393.39
8700,153195.88
10961,211575.48
14305,182683.17
8362,260650.22
4979,158846.44
7180,354994.03
5763,109953.21
2192,223403.42
13581,194121.16
10720,157955.27
1358,237925.77
13366,279059.9
13539,404010.34
12849,197726.95
6794,174428.83
525,450793.4
12223,372097.97
16271,140433.33
5818,124926.48
16588,284438.62
8981,124957.44
16476,127743.945
14663,183438.52
3,134157.2
6615,134338.88
12215,300336.84
304,258658.67
13634,262016.56
9208,170708.86
2175,163864.16
250,201604.95
6045,182607.86
10516,161297.98
1852,459899.38
1573,204080.27
15079,176163.6
5500,172011.28
15775,148107.75
3198,163600.25
6718,198359.94
4149,189086.66
9627,236357.88
7595,327370.03
4538,181400.38
3555,215898.23
10483,364439.97
8834,157306.11
16412,171531.11
6449,155743.9
2767,182501.42
11498,162134.11
16472,142976.33
178,256451.06
10948,187213.02
13313,257202.45
8065,145791.8
102,156648.72
14428,152564.4
11973,143166.06
6663,196175.7
15989,134139.02
10955,423806.2
11772,147167.28
11364,243797.98
7082,163658.94
7749,562850.75
6428,125682.125
6869,99223.94
295,175556.03
12266,269343.88
11129,194470.95
826,353052.22
3262,214105.55
15641,305432.66
1662,470565.44
10926,214269.33
10232,206209.36
6376,181404.05
7817,175084.92
354,200001.88
10076,198637.6
11379,326819.44
10184,128205.44
4696,395523.22
13562,506678.44
5436,180781.78
13196,109126.58
14939,331180.8
14004,198840.84
5916,196061.62
7229,180860.42
9143,161586.8
3440,202283.62
319,173145.03
11683,232053.1
12647,228818.17
12788,153857.78
13662,209131.33
423,264133.66
5222,179626.94
9242,208151.42
2641,179457.03
4855,169772.89
5360,182353.42
9799,165356.7
5526,248815.27
10309,150009.31
2144,378183.34
7191,165552.78
6732,160794.22
14789,155638.52
13525,150951.02
4066,273288.44
16422,202186.33
14890,207179.7
2922,195744.25
3601,139328.31
13416,115881.19
14363,188410.03
9496,298677.5
7115,305353.94
8615,161183.73
5218,71384.85
9493,216349.34
10623,178613.94
2272,129671.45
3352,308052.66
84,174191.9
8086,128859.02
2595,211938.86
3531,147340.86
7460,416428.06
9214,266944.1
2790,239515.17
10548,253593.52
9218,176922.78
7435,187219.81
15780,197979.42
7640,214150.42
6223,174485.14
3425,110944.31
10582,148353.27
702,248181.61
2111,183131.39
11730,189528.16
9865,250804.81
16478,339422.53
1885,221521.84
3956,403809.56
16735,121982.11
15264,198314.28
15971,174884.36
5584,204538.92
15242,180985.38
14358,240261.53
11300,223770.19
5446,177483.5
3934,174345.9
6610,169803.33
10164,277746.7
4646,193614.73
13304,194304.98
1985,205927.42
4746,141944.33
7963,206322.23
14083,284636.78
13140,327019.25
15023,267944.44
13093,234284.39
7160,219322.42
7407,182173.36
16056,185832.44
751,521811.7
6179,81750.79
9137,290393.0
10992,305290.56
5744,343172.0
10884,175965.94
12858,269121.47
13005,315961.12
16714,191482.84
1419,239120.12
6064,190908.42
3771,194326.94
5945,530482.2
8453,64855.043
3806,156335.95
16748,253278.08
11380,234496.52
3107,203493.75
12003,200104.69
14567,213100.28
1079,186167.02
11705,151727.66
7814,203232.39
10174,173252.92
5514,231998.83
5265,236767.58
10520,365738.75
13195,213027.11
14601,380706.72
6012,194458.95
13079,169333.2
9009,132353.31
3122,189037.7
5470,247600.19
4840,166691.75
6270,242844.33
9158,89806.125
10120,153704.25
10672,268870.5
4573,134361.17
12118,294262.88
7447,123658.85
2171,221016.38
6126,309909.6
2836,168304.52
1457,253007.48
11165,244928.45
5923,213578.42
1813,209870.28
3492,260272.05
1917,335014.5
965,407656.0
15795,156150.95
821,205614.14
4568,175084.92
9078,230777.31
11371,128323.664
5149,184687.48
281,198337.69
1918,253614.81
776,143322.34
210,193056.45
10782,183243.67
9653,175732.92
9372,160134.53
5868,165299.9
6176,143703.94
3969,117835.35
7427,152967.78
8544,540231.94
5219,205595.81
16488,134667.72
5855,238995.03
15920,121462.66
4393,427949.7
5770,160810.61
2900,145410.02
8622,87151.45
11610,278864.78
10969,117263.6
11029,166717.23
6193,306908.44
14087,456201.84
13623,158166.45
16689,174077.2
1027,229639.23
949,155539.6
672,110607.65
13832,151857.27
2471,215759.31
8728,258276.27
7742,214678.77
2698,221437.02
9084,179002.44
6075,261681.42
2874,175228.72
13119,131589.66
5010,208571.8
1284,175844.14
1151,170776.75
5110,426494.75
11386,158892.3
8019,228096.48
2859,134599.03
16110,181009.17
16027,300106.66
14902,179689.27
14301,208044.92
2451,214338.14
13596,127481.52
1464,134678.86
7927,318017.78
9638,201424.05
8009,276534.97
11903,168432.42
9243,117038.83
547,175180.86
5511,131149.86
11247,186498.77
15928,376558.88
3434,226913.75
7614,112384.3
1380,196682.39
2770,138254.2
111,174428.83
5994,129840.52
12341,203626.36
2787,258378.62
14410,330250.12
15983,127926.6
14876,203383.05
653,158196.42
2174,252451.1
2575,355356.6
7976,174896.2
5812,324383.8
13589,432951.8
9122,136473.33
8159,499558.12
8754,329734.8
9321,196004.02
13535,169139.3
2083,174300.48
2689,391346.16
2248,222592.6
11649,155795.6
11045,365047.28
1276,91187.445
5962,134831.8
13012,172011.55
4642,170863.03
179,169911.56
15347,455978.28
3339,161026.66
8166,172354.33
11617,164956.44
52,325415.25
4395,210526.39
2183,204466.78
16045,182076.25
15719,180897.4
9864,204757.6
1903,548845.8
13451,177845.48
3640,170759.08
16551,199325.77
2343,159467.1
10528,203133.89
134,212778.25
13966,332866.47
2366,156543.55
1198,208255.45
12627,103781.69
11623,236559.17
8267,123213.23
56,322634.72
2988,275706.78
8843,251207.02
3043,259910.56
16486,338625.6
1241,166687.12
11180,309468.5
1984,191161.83
7364,145065.88
10769,138860.47
16617,235824.88
9007,367229.34
12953,357174.56
11366,183094.3
16483,208145.45
2326,202921.34
14195,144676.48
3484,239410.03
15257,189772.14
11920,227920.77
1359,168145.36
10353,164595.8
15614,130012.48
15101,258204.33
12755,306423.53
6252,182655.08
7485,204150.06
12603,155995.08
5281,412166.22
10708,164466.38
12563,153685.03
4592,200778.5
3390,408642.9
1986,166674.48
5745,131631.69
14108,190106.44
9693,116945.81
669,137383.05
7320,242120.05
10258,133818.75
507,211723.89
10365,173160.8
9363,190682.62
8736,114585.445
15100,199830.6
13420,137516.53
13248,277707.28
1972,377806.66
9258,235523.84
16455,270582.16
6150,202247.02
6283,199033.42
14979,219186.39
13935,183610.77
4985,165037.94
5393,125588.805
1730,144480.58
14129,196755.39
6254,213253.98
4173,440300.06
4910,256255.77
1297,160283.25
3366,135341.33
6044,311872.03
6259,139005.73
3852,108178.72
8723,211203.3
16109,217269.8
3721,203084.19
13453,269014.44
11962,238518.47
12998,151251.06
6886,193621.11
8200,295991.88
51,247830.98
3930,273594.4
6310,200019.52
6112,202316.66
5135,149013.16
7522,300185.12
9825,232602.39
2411,229984.11
14940,444278.44
15970,167342.1
9894,250064.98
2564,178762.66
7095,231168.44
16754,211802.97
16195,142209.9
1770,250327.75
5363,395090.38
11360,237707.7
13034,298254.2
6542,158059.95
15870,218629.75
217,262295.8
6490,264141.88
6692,337995.66
2235,168649.11
16732,273754.72
11499,190136.08
12617,189531.23
9060,271514.88
12017,154328.58
16750,164039.08
12230,148594.34
2158,176690.2
15184,140624.72
2981,189487.4
10281,188288.16
16596,196415.52
6976,446410.22
14680,157894.83
10618,182374.39
271,234395.0
10817,201414.23
1823,416257.1
9549,127595.44
1201,149529.72
2112,229813.97
2951,175803.62
7183,182693.39
11404,132505.3
5473,290741.34
9232,255304.56
3033,312086.2
11002,173704.55
8299,246978.78
15417,195121.19
15612,241115.66
6168,185138.75
13751,182931.14
764,183845.94
12833,87573.52
2009,75599.87
1005,359616.75
10740,177467.39
15323,270377.94
9884,116650.8
6185,293075.2
2311,147960.1
7538,395770.75
6256,186899.89
619,304100.1
1968,199299.56
10168,121390.09
10762,183850.73
12392,158122.08
8877,306820.7
2441,201650.77
4974,194464.0
12450,197427.9
15837,205874.7
5260,214621.19
6591,159305.89
11688,277021.22
9940,181877.1
12070,186661.66
12876,122340.81
6858,235010.47
2385,205000.77
3596,193183.14
13540,128022.83
2077,138183.66
5654,285728.84
14029,236719.83
16140,108324.17
13303,478410.62
7289,162624.6
15226,162397.72
3330,174208.31
15642,332248.34
16217,252555.86
7330,205640.81
3894,120683.16
6719,199116.94
13013,169324.58
15835,215576.36
10873,314131.0
16379,261147.8
10771,246502.81
13943,158547.23
5139,246331.1
5309,181918.4
14227,406543.2
16292,205565.12
14968,212078.16
13277,215982.83
1731,75781.66
7286,144415.25
7455,176480.14
3250,194336.1
1659,182224.52
15806,264330.6
7491,236522.69
1990,228689.23
7769,305456.78
9694,214706.17
11961,221816.94
4669,212016.69
13826,313899.78
1691,209536.7
3986,130309.516
1407,175068.2
5517,171717.38
8432,169656.23
2214,153007.22
10449,174163.97
2941,191983.81
5944,181960.27
1555,250871.81
6105,174184.17
4453,223993.5
5892,246985.5
5000,284180.62
12995,172396.67
8905,192102.94
11440,155338.45
419,251647.9
4712,140751.94
2094,156981.3
4567,161183.17
10717,174330.84
1248,363711.3
12405,177875.44
8331,402047.06
3113,164782.47
6926,310057.28
6777,384715.1
4060,184294.52
11547,306408.38
15199,148791.16
9282,198948.28
16123,258265.92
14094,171424.72
8770,298884.4
1054,307511.5
11363,198093.14
8756,121390.09
4800,161743.98
7620,88495.43
9101,173466.25
13954,250307.78
13600,437888.94
2893,209298.08
763,222453.97
5347,176045.61
12096,108688.91
16333,187198.25
16432,324793.12
3513,108612.95
13494,225815.97
8690,211102.23
7266,172118.2
3472,160661.78
7021,203749.5
12952,226351.83
2774,206918.62
607,198440.81
6897,198940.67
8220,296056.2
8071,162026.16
7091,297283.44
1805,332421.62
3594,196769.73
13103,245750.92
2203,148829.36
12622,171231.7
13270,230389.03
9461,111769.586
7759,130676.57
4256,202706.5
9093,196241.08
6033,293313.97
7734,184553.27
12368,426128.78
11740,211253.25
9907,165330.83
12398,295976.25
6290,236371.05
2882,243883.84
5091,182295.25
7228,246366.9
5953,380516.12
5707,421114.16
10159,190741.39
7813,212360.89
6463,181288.66
7264,152676.36
5405,186989.1
7543,184770.16
13702,220206.75
5538,240562.12
6762,118502.875
9416,187368.81
10415,344981.0
2139,273816.78
13151,191369.75
10301,205167.98
13273,198993.17
7609,117063.164
4884,172125.48
3438,241501.66
2215,181068.94
1723,152792.56
2340,209334.16
3950,400413.28
7312,212651.81
3602,398297.94
12053,143482.12
16240,214677.66
8301,201404.66
14068,192228.19
6216,382548.9
12910,215874.61
7656,392481.53
7854,203839.73
14636,169030.72
12267,269042.12
11334,408904.75
9326,295180.2
5935,182130.77
16132,155426.02
8318,161125.4
5009,176623.38
3883,217000.64
7565,156541.22
7960,129763.984
16736,181063.48
15284,181371.78
4301,244312.97
4273,392039.03
8436,158043.02
2113,399158.16
8469,271633.16
648,213003.9
7526,213365.88
9656,212646.08
516,165311.9
6849,468073.84
7013,229600.27
13741,438176.53
13281,183077.33
12374,286882.97
11855,434163.44
2759,130920.56
6759,120352.25
1667,151653.34
5138,317353.4
2452,164917.19
13027,99730.84
2493,131533.44
9899,141927.38
8151,171658.08
5349,139179.38
3926,286144.06
6394,277692.1
11720,192646.1
578,210037.12
4001,190705.28
13504,189967.61
14836,366135.72
1741,173852.67
1278,183104.95
11890,204773.05
1803,192446.86
11418,198898.44
13693,205786.47
7321,216839.03
12575,167717.25
6966,232791.67
16613,175568.02
3148,442090.25
8920,161568.1
13984,419755.97
802,254504.92
13893,177007.0
2495,161952.9
1695,163244.75
14995,321025.22
10890,270876.03
5282,267646.47
13487,312423.5
16615,362871.97
4545,371258.3
14032,143581.95
15707,228738.88
13931,193424.06
946,182772.48
11500,572530.5
10220,133840.56
2604,206127.5
10761,396949.28
10982,268499.5
11729,200705.83
8152,127842.77
5323,175315.75
9448,148584.5
14935,146964.98
385,286257.47
7039,311100.9
9366,191003.16
15823,249032.11
8993,188200.31
1282,175769.67
437,170576.98
11011,148971.88
10104,176505.67
16321,159827.3
11188,251144.9
14291,176146.53
7781,184003.61
1203,211735.84
3731,232740.47
9037,351657.4
12937,154863.38
5196,206402.34
1746,177416.14
6345,122776.945
7950,283735.16
11552,200290.19
11950,96448.23
4805,389338.72
9152,308200.03
555,345154.5
6765,129701.305
8515,317754.2
13915,183253.25
16036,175913.83
16625,193024.05
11870,277156.78
3304,142466.53
9636,281340.44
5232,449763.94
8878,205090.7
2756,191490.94
5140,123665.01
375,187696.39
7149,223751.7
16353,301884.6
15742,191884.4
5957,181059.23
12580,185341.39
10409,244313.38
13766,180237.6
7778,198126.47
9028,194314.19
14213,185336.28
12691,220357.84
1658,160974.5
15352,237185.16
10670,206185.47
14260,180810.48
8870,211568.05
12054,165137.75
9386,378537.75
14378,318523.34
